symbol,organ_name,industry,market_cap,is_top_10
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Bán lẻ,93469.0,True
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,23311.0,True
DGW,Công ty Cổ phần Thế Giới Số,Bán lẻ,8832.0,True
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Bán lẻ,6752.0,True
SAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Bán lẻ,5907.0,True
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Bán lẻ,2898.0,True
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,2481.0,True
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Bán lẻ,2115.0,True
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Bán lẻ,601.0,True
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Bán lẻ,515.0,True
COM,Công ty Cổ phần Vật tư Xăng dầu,Bán lẻ,441.0,False
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,Bán lẻ,269.0,False
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Bán lẻ,242.0,False
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,Bán lẻ,152.0,False
KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Bán lẻ,140.0,False
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Bán lẻ,101.0,False
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Bán lẻ,49.0,False
CEN,Công ty Cổ phần CENCON Việt Nam,Bán lẻ,48.0,False
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Bán lẻ,42.0,False
HTT,Công ty Cổ phần Thương mại Hà Tây,Bán lẻ,32.0,False
TOP,Công ty Cổ phần Phân phối Top One,Bán lẻ,23.0,False
BVH,Tập đoàn Bảo Việt,Bảo hiểm,36597.0,True
PVI,Công ty Cổ phần PVI,Bảo hiểm,12930.0,True
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Bảo hiểm,4351.0,True
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Bảo hiểm,4067.0,True
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm,3273.0,True
BMI,Tổng Công ty Cổ phần Bảo Minh,Bảo hiểm,2746.0,True
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm,2484.0,True
PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm,2318.0,True
PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Bảo hiểm,2088.0,True
ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,Bảo hiểm,2052.0,True
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,Bảo hiểm,1160.0,False
AIC,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,Bảo hiểm,1110.0,False
BLI,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,Bảo hiểm,534.0,False
VIC,Tập đoàn Vingroup - Công ty CP,Bất động sản,326923.0,True
VHM,Công ty Cổ phần Vinhomes,Bất động sản,280947.0,True
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,61582.0,True
VRE,Công ty Cổ phần Vincom Retail,Bất động sản,55785.0,True
SSH,Công ty Cổ phần Phát triển Sunshine Homes,Bất động sản,32909.0,True
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Bất động sản,29576.0,True
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Bất động sản,29423.0,True
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,27886.0,True
KSF,Công ty Cổ phần Tập đoàn Sunshine,Bất động sản,19770.0,True
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc,Bất động sản,18730.0,True
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Bất động sản,16739.0,False
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Bất động sản,16047.0,False
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Bất động sản,15196.0,False
NLG,Công ty Cổ phần Đầu tư Nam Long,Bất động sản,14421.0,False
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Bất động sản,13558.0,False
IDC,Tổng Công ty IDICO - CTCP,Bất động sản,13299.0,False
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Bất động sản,12730.0,False
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Bất động sản,10828.0,False
THD,Công ty Cổ phần Thaiholdings,Bất động sản,10780.0,False
SJS,Công ty Cổ phần SJ Group,Bất động sản,10444.0,False
CEO,Công ty Cổ phần Tập đoàn C.E.O,Bất động sản,9403.0,False
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Bất động sản,9027.0,False
KOS,Công ty Cổ phần KOSY,Bất động sản,8378.0,False
TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Bất động sản,7319.0,False
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,7203.0,False
SZC,Công ty Cổ phần Sonadezi Châu Đức,Bất động sản,5850.0,False
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Bất động sản,5212.0,False
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Bất động sản,4722.0,False
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Bất động sản,4571.0,False
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Bất động sản,4370.0,False
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,Bất động sản,3788.0,False
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản,3595.0,False
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,3442.0,False
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Bất động sản,3143.0,False
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Bất động sản,3109.0,False
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Bất động sản,2919.0,False
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Bất động sản,2715.0,False
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,Bất động sản,2682.0,False
FLC,Công ty Cổ phần Tập đoàn FLC,Bất động sản,2485.0,False
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Bất động sản,2219.0,False
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Bất động sản,2204.0,False
PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,Bất động sản,2160.0,False
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Bất động sản,2158.0,False
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Bất động sản,2104.0,False
SZG,Công ty Cổ phần Sonadezi Giang Điền,Bất động sản,2031.0,False
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Bất động sản,1960.0,False
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Bất động sản,1868.0,False
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Bất động sản,1570.0,False
LHG,Công ty Cổ phần Long Hậu,Bất động sản,1530.0,False
LSG,Công ty Cổ phần Bất động sản Sài Gòn Vi na,Bất động sản,1529.0,False
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Bất động sản,1425.0,False
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Bất động sản,1375.0,False
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản,1329.0,False
HPI,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Bất động sản,1320.0,False
HPX,Công ty Cổ phần Đầu tư Hải Phát,Bất động sản,1271.0,False
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Bất động sản,1222.0,False
BVL,Công ty Cổ phần BV Land,Bất động sản,1213.0,False
SZB,Công ty Cổ phần Sonadezi Long Bình,Bất động sản,1197.0,False
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Bất động sản,1145.0,False
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,1140.0,False
SZL,Công ty Cổ phần Sonadezi Long Thành,Bất động sản,1121.0,False
IDV,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,Bất động sản,1101.0,False
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Bất động sản,1087.0,False
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Bất động sản,1009.0,False
HTN,Công ty Cổ phần Hưng Thịnh Incons,Bất động sản,856.0,False
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,Bất động sản,815.0,False
TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Bất động sản,780.0,False
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản,750.0,False
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản,731.0,False
MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Bất động sản,693.0,False
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Bất động sản,657.0,False
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Bất động sản,638.0,False
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản,628.0,False
TN1,Công ty Cổ phần Rox Key Holdings,Bất động sản,617.0,False
API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Bất động sản,605.0,False
FIR,Công ty Cổ phần Địa ốc First Real,Bất động sản,596.0,False
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Bất động sản,553.0,False
LDG,Công ty Cổ phần Đầu tư LDG,Bất động sản,542.0,False
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Bất động sản,530.0,False
KAC,Công ty Cổ phần Đầu tư Địa ốc Khang An,Bất động sản,504.0,False
VPH,Công ty Cổ phần Vạn Phát Hưng,Bất động sản,500.0,False
AAV,Công ty Cổ phần AAV Group,Bất động sản,476.0,False
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Bất động sản,463.0,False
XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Bất động sản,460.0,False
NRC,Công ty Cổ phần Tập đoàn Danh Khôi,Bất động sản,426.0,False
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản,399.0,False
DRH,Công ty Cổ phần DRH Holdings,Bất động sản,344.0,False
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Bất động sản,311.0,False
C21,Công ty Cổ phần Thế kỷ 21,Bất động sản,284.0,False
PTL,Công ty Cổ phần Victory Group,Bất động sản,269.0,False
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Bất động sản,243.0,False
PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,Bất động sản,191.0,False
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Bất động sản,188.0,False
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản,186.0,False
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,Bất động sản,180.0,False
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,163.0,False
LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Bất động sản,115.0,False
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Bất động sản,111.0,False
MGR,Công ty cổ phần Tập đoàn MGROUP,Bất động sản,102.0,False
PV2,Công ty Cổ phần Đầu tư PV2,Bất động sản,92.0,False
V21,Công ty Cổ phần Vinaconex 21,Bất động sản,79.0,False
DTA,Công ty Cổ phần Đệ Tam,Bất động sản,77.0,False
D11,Công ty Cổ phần Địa ốc 11,Bất động sản,73.0,False
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Bất động sản,68.0,False
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Bất động sản,57.0,False
PIV,Công ty Cổ phần PIV,Bất động sản,49.0,False
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Bất động sản,46.0,False
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Bất động sản,41.0,False
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,Bất động sản,40.0,False
EFI,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Bất động sản,26.0,False
LMH,Công ty Cổ phần Quốc Tế Holding,Bất động sản,23.0,False
PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,Bất động sản,19.0,False
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Bất động sản,16.0,False
STL,Công ty Cổ phần Sông Đà - Thăng Long,Bất động sản,15.0,False
PXC,Công ty Cổ phần Phát triển Đô thị Dầu khí,Bất động sản,14.0,False
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Bất động sản,11.0,False
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,Bất động sản,11.0,False
FPT,Công ty Cổ phần FPT,Công nghệ Thông tin,170945.0,True
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,Công nghệ Thông tin,7406.0,True
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công nghệ Thông tin,2634.0,True
SAM,Công ty Cổ phần SAM Holdings,Công nghệ Thông tin,2451.0,True
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,Công nghệ Thông tin,2239.0,True
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,434.0,True
ICT,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,396.0,True
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,341.0,True
ITD,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Thông tin,335.0,True
POT,Công ty Cổ phần Thiết bị Bưu điện,Công nghệ Thông tin,330.0,True
HIG,Công ty Cổ phần Tập đoàn HIPT,Công nghệ Thông tin,301.0,False
ST8,Công ty Cổ phần Tập đoàn ST8,Công nghệ Thông tin,167.0,False
SRA,Công ty Cổ phần SARA Việt Nam,Công nghệ Thông tin,143.0,False
SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ Thông tin,103.0,False
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông,Công nghệ Thông tin,98.0,False
KST,Công ty Cổ phần KASATI,Công nghệ Thông tin,81.0,False
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,62.0,False
SMT,Công ty Cổ phần SAMETEL,Công nghệ Thông tin,53.0,False
CKV,Công ty Cổ phần CokyVina,Công nghệ Thông tin,49.0,False
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,43.0,False
ONE,Công ty Cổ phần Công nghệ ONE,Công nghệ Thông tin,40.0,False
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Công nghệ Thông tin,37.0,False
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,35.0,False
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Công nghệ Thông tin,32.0,False
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,28.0,False
SRB,Công ty Cổ phần Tập đoàn Sara,Công nghệ Thông tin,18.0,False
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Công nghệ Thông tin,9.0,False
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Du lịch và Giải trí,84368.0,True
VJC,Công ty Cổ phần Hàng không Vietjet,Du lịch và Giải trí,47662.0,True
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Du lịch và Giải trí,5997.0,True
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Du lịch và Giải trí,2543.0,True
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Du lịch và Giải trí,1306.0,True
BSG,Công ty Cổ phần Xe khách Sài Gòn,Du lịch và Giải trí,1074.0,True
VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Du lịch và Giải trí,959.0,True
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Du lịch và Giải trí,764.0,True
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Du lịch và Giải trí,692.0,True
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Du lịch và Giải trí,655.0,True
DSD,Công ty cổ phần DHC Suối Đôi,Du lịch và Giải trí,612.0,False
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Du lịch và Giải trí,561.0,False
SGH,Công ty Cổ phần Khách sạn Sài Gòn,Du lịch và Giải trí,334.0,False
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Du lịch và Giải trí,320.0,False
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Du lịch và Giải trí,285.0,False
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Du lịch và Giải trí,277.0,False
VTD,Công ty Cổ phần Vietourist Holdings,Du lịch và Giải trí,215.0,False
HGT,Công ty Cổ phần Du lịch Hương Giang,Du lịch và Giải trí,214.0,False
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Du lịch và Giải trí,210.0,False
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch và Giải trí,168.0,False
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Du lịch và Giải trí,143.0,False
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch và Giải trí,137.0,False
KLF,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Du lịch và Giải trí,132.0,False
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch và Giải trí,118.0,False
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Du lịch và Giải trí,95.0,False
PGT,Công ty Cổ phần PGT Holdings,Du lịch và Giải trí,89.0,False
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Du lịch và Giải trí,87.0,False
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,Du lịch và Giải trí,63.0,False
DLD,Công ty Cổ phần Du lịch Đắk Lắk,Du lịch và Giải trí,53.0,False
HHG,Công ty Cổ phần Hoàng Hà,Du lịch và Giải trí,49.0,False
DTI,Công ty Cổ phần Đầu tư Đức Trung,Du lịch và Giải trí,41.0,False
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và Giải trí,38.0,False
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Du lịch và Giải trí,15.0,False
GTT,Công ty Cổ phần Thuận Thảo,Du lịch và Giải trí,13.0,False
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,Dầu khí,57359.0,True
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,47901.0,True
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,16633.0,True
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí,11664.0,True
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Dầu khí,11368.0,True
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dầu khí,4551.0,True
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,893.0,True
POS,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Dầu khí,750.0,True
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Dầu khí,642.0,True
PTV,Công ty Cổ phần Thương mại Dầu khí,Dầu khí,76.0,True
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Dầu khí,60.0,False
SSI,Công ty Cổ phần Chứng khoán SSI,Dịch vụ tài chính,45649.0,True
VCI,Công ty Cổ phần Chứng khoán Vietcap,Dịch vụ tài chính,25385.0,True
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,24585.0,True
VIX,Công ty Cổ phần Chứng khoán VIX,Dịch vụ tài chính,18961.0,True
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Dịch vụ tài chính,18143.0,True
MBS,Công ty Cổ phần Chứng khoán MB,Dịch vụ tài chính,15121.0,True
FTS,Công ty Cổ phần Chứng khoán FPT,Dịch vụ tài chính,11963.0,True
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Dịch vụ tài chính,11449.0,True
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,9827.0,True
EVF,Công ty Tài chính Cổ phần Điện Lực,Dịch vụ tài chính,7720.0,True
DSE,Công ty Cổ phần Chứng khoán DNSE,Dịch vụ tài chính,7474.0,False
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Dịch vụ tài chính,5402.0,False
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Dịch vụ tài chính,3729.0,False
TIN,Công ty Tài chính tổng hợp cổ phần Tín Việt,Dịch vụ tài chính,3605.0,False
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Dịch vụ tài chính,3408.0,False
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,Dịch vụ tài chính,3288.0,False
DSC,Công ty Cổ phần Chứng khoán DSC,Dịch vụ tài chính,3093.0,False
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Dịch vụ tài chính,3041.0,False
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Dịch vụ tài chính,2889.0,False
APG,Công ty Cổ phần Chứng khoán APG,Dịch vụ tài chính,2706.0,False
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,Dịch vụ tài chính,2509.0,False
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Dịch vụ tài chính,2267.0,False
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Dịch vụ tài chính,2140.0,False
AAS,Công ty Cổ phần Chứng khoán SmartInvest,Dịch vụ tài chính,1997.0,False
OGC,Công ty Cổ phần Tập đoàn Đại Dương,Dịch vụ tài chính,1203.0,False
EVS,Công ty Cổ phần Chứng khoán EVS,Dịch vụ tài chính,956.0,False
TCI,Công ty Cổ phần Chứng khoán Thành Công,Dịch vụ tài chính,943.0,False
IVS,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Dịch vụ tài chính,934.0,False
TVB,Công ty Cổ phần Chứng khoán Trí Việt,Dịch vụ tài chính,932.0,False
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Dịch vụ tài chính,929.0,False
BMS,Công ty Cổ phần Chứng khoán Bảo Minh,Dịch vụ tài chính,863.0,False
ABW,Công ty Cổ phần Chứng khoán An Bình,Dịch vụ tài chính,778.0,False
SBS,Công ty Cổ phần Chứng khoán SBS,Dịch vụ tài chính,672.0,False
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Dịch vụ tài chính,591.0,False
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Dịch vụ tài chính,502.0,False
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,Dịch vụ tài chính,481.0,False
PSI,Công ty Cổ phần Chứng khoán Dầu khí,Dịch vụ tài chính,389.0,False
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Dịch vụ tài chính,284.0,False
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,Dịch vụ tài chính,257.0,False
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Dịch vụ tài chính,252.0,False
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Dịch vụ tài chính,214.0,False
HVA,Công ty Cổ phần Đầu tư HVA,Dịch vụ tài chính,171.0,False
IBC,Công ty Cổ phần Đầu tư APAX Holdings,Dịch vụ tài chính,141.0,False
ART,Công ty Cổ phần Chứng khoán BOS,Dịch vụ tài chính,126.0,False
