symbol,organ_name,industry,market_cap,is_top_10
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Xây dựng và Vật liệu,37.0,False
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Xây dựng và Vật liệu,36.0,False
PEN,Công ty Cổ phần Xây lắp III Petrolimex,Xây dựng và Vật liệu,36.0,False
VTA,Công ty Cổ phần VITALY,Xây dựng và Vật liệu,35.0,False
MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Xây dựng và Vật liệu,35.0,False
HU3,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng và Vật liệu,35.0,False
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Xây dựng và Vật liệu,34.0,False
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Xây dựng và Vật liệu,33.0,False
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng và Vật liệu,33.0,False
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Xây dựng và Vật liệu,32.0,False
DVG,Công ty Cổ phần Đại Việt Group DVG,Xây dựng và Vật liệu,31.0,False
SD7,Công ty Cổ phần Sông Đà 7,Xây dựng và Vật liệu,30.0,False
LCD,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Xây dựng và Vật liệu,29.0,False
L12,Công ty Cổ phần Licogi 12,Xây dựng và Vật liệu,29.0,False
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Xây dựng và Vật liệu,28.0,False
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Xây dựng và Vật liệu,28.0,False
SJC,Công ty Cổ phần Sông Đà 1.01,Xây dựng và Vật liệu,28.0,False
SJM,Công ty Cổ phần Sông Đà 19,Xây dựng và Vật liệu,27.0,False
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Xây dựng và Vật liệu,24.0,False
CX8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Xây dựng và Vật liệu,24.0,False
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Xây dựng và Vật liệu,22.0,False
SD4,Công ty Cổ phần Sông Đà 4,Xây dựng và Vật liệu,22.0,False
C92,Công ty Cổ phần Xây dựng và Đầu tư 492,Xây dựng và Vật liệu,22.0,False
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng và Vật liệu,21.0,False
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Xây dựng và Vật liệu,20.0,False
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây dựng và Vật liệu,19.0,False
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Xây dựng và Vật liệu,18.0,False
PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Xây dựng và Vật liệu,18.0,False
KCE,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Xây dựng và Vật liệu,18.0,False
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây dựng và Vật liệu,17.0,False
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,Xây dựng và Vật liệu,17.0,False
LM3,Công ty Cổ phần Lilama 3,Xây dựng và Vật liệu,16.0,False
CDG,Công ty Cổ phần Cầu Đuống,Xây dựng và Vật liệu,16.0,False
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Xây dựng và Vật liệu,15.0,False
CYC,Công ty Cổ phần Gạch men Chang Yih,Xây dựng và Vật liệu,15.0,False
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng và Vật liệu,14.0,False
TBX,Công ty Cổ phần Xi măng Thái Bình,Xây dựng và Vật liệu,14.0,False
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Xây dựng và Vật liệu,14.0,False
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Xây dựng và Vật liệu,14.0,False
CTA,Công ty Cổ phần Vinavico,Xây dựng và Vật liệu,13.0,False
HLY,Công ty Cổ phần Gốm xây dựng Yên Hưng,Xây dựng và Vật liệu,12.0,False
CMI,Công ty Cổ phần CMISTONE Việt Nam,Xây dựng và Vật liệu,12.0,False
PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây dựng và Vật liệu,11.0,False
PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Xây dựng và Vật liệu,11.0,False
L43,Công ty Cổ phần Lilama 45.3,Xây dựng và Vật liệu,11.0,False
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,Xây dựng và Vật liệu,11.0,False
SDP,Công ty Cổ phần SDP,Xây dựng và Vật liệu,10.0,False
S12,Công ty Cổ phần Sông Đà 12,Xây dựng và Vật liệu,10.0,False
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Xây dựng và Vật liệu,9.0,False
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng và Vật liệu,9.0,False
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây dựng và Vật liệu,8.0,False
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Xây dựng và Vật liệu,8.0,False
KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Xây dựng và Vật liệu,8.0,False
BHC,Công ty Cổ phần Bê tông Biên Hòa,Xây dựng và Vật liệu,8.0,False
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Xây dựng và Vật liệu,7.0,False
ATB,Công ty Cổ phần An Thịnh,Xây dựng và Vật liệu,7.0,False
SDB,Công ty Cổ phần Sông Đà 207,Xây dựng và Vật liệu,6.0,False
SD1,Công ty Cổ phần Sông Đà 1,Xây dựng và Vật liệu,6.0,False
SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Xây dựng và Vật liệu,5.0,False
LCS,Công ty Cổ phần Licogi 16.6,Xây dựng và Vật liệu,5.0,False
DAC,Công ty Cổ phần 382 Đông Anh,Xây dựng và Vật liệu,5.0,False
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng và Vật liệu,4.0,False
VC5,Công ty Cổ phần Xây dựng Số 5,Xây dựng và Vật liệu,4.0,False
V15,Công ty Cổ phần Xây dựng số 15,Xây dựng và Vật liệu,4.0,False
SD8,Công ty Cổ phần Sông Đà 8,Xây dựng và Vật liệu,4.0,False
S96,Công ty Cổ phần Sông Đà 9.06,Xây dựng và Vật liệu,4.0,False
CTN,Công ty Cổ phần Xây dựng Công trình ngầm,Xây dựng và Vật liệu,2.0,False
S27,Công ty Cổ phần Sông Đà 27,Xây dựng và Vật liệu,1.0,False
DHG,Công ty Cổ phần Dược Hậu Giang,Y tế,12918.0,True
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Y tế,7762.0,True
DVN,Tổng Công ty Dược Việt Nam - CTCP,Y tế,5449.0,True
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),Y tế,5108.0,True
TRA,Công ty Cổ phần Traphaco,Y tế,2914.0,True
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Y tế,2626.0,True
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,Y tế,2414.0,True
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Y tế,2150.0,True
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Y tế,1950.0,True
OPC,Công ty Cổ phần Dược Phẩm OPC,Y tế,1518.0,True
FIT,Công ty Cổ phần Tập đoàn F.I.T,Y tế,1506.0,False
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Y tế,1174.0,False
DP3,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Y tế,1135.0,False
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Y tế,1084.0,False
DHD,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Y tế,1008.0,False
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Y tế,961.0,False
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Y tế,795.0,False
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Y tế,788.0,False
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Y tế,762.0,False
DAN,Công ty Cổ phần Dược Danapha,Y tế,762.0,False
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Y tế,662.0,False
JVC,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Y tế,568.0,False
MED,Công ty Cổ phần Dược Trung ương Mediplantex,Y tế,329.0,False
DVM,Công ty Cổ phần Dược liệu Việt Nam,Y tế,299.0,False
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Y tế,262.0,False
NDP,Công ty Cổ phần Dược phẩm 2/9,Y tế,261.0,False
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Y tế,259.0,False
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Y tế,242.0,False
AMP,Công ty Cổ phần Armephaco,Y tế,199.0,False
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Y tế,196.0,False
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Y tế,179.0,False
APC,Công ty Cổ phần Chiếu xạ An Phú,Y tế,167.0,False
SPM,Công ty Cổ phần S.P.M,Y tế,156.0,False
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Y tế,149.0,False
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Y tế,143.0,False
GPC,Công ty Cổ phần Tập đoàn Green+,Y tế,143.0,False
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Y tế,140.0,False
DTG,Công ty Cổ phần Dược phẩm Tipharco,Y tế,139.0,False
UPH,Công ty Cổ phần Dược phẩm TW25,Y tế,125.0,False
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Y tế,113.0,False
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Y tế,92.0,False
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,Y tế,55.0,False
CVN,Công ty Cổ phần Vinam,Y tế,53.0,False
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Y tế,48.0,False
DNM,Tổng Công ty Cổ phần Y tế Danameco,Y tế,39.0,False
HUT,Công ty Cổ phần Tasco,Ô tô và phụ tùng,11603.0,True
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Ô tô và phụ tùng,6609.0,True
DRC,Công ty Cổ phần Cao su Đà Nẵng,Ô tô và phụ tùng,2394.0,True
CTF,Công ty Cổ phần City Auto,Ô tô và phụ tùng,2066.0,True
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô và phụ tùng,1553.0,True
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Ô tô và phụ tùng,1337.0,True
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Ô tô và phụ tùng,1302.0,True
GMA,Công ty Cổ phần G-Automobile,Ô tô và phụ tùng,1110.0,True
SRC,Công ty Cổ phần Cao su Sao Vàng,Ô tô và phụ tùng,731.0,True
TMT,Công ty Cổ phần Ô tô TMT,Ô tô và phụ tùng,452.0,True
VVS,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Ô tô và phụ tùng,446.0,False
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô và phụ tùng,348.0,False
GGG,Công ty Cổ phần Ô tô Giải Phóng,Ô tô và phụ tùng,94.0,False
VKC,Công ty Cổ phần VKC Holdings,Ô tô và phụ tùng,13.0,False
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",150868.0,True
REE,Công ty Cổ phần Cơ điện Lạnh,"Điện, nước & xăng dầu khí đốt",36292.0,True
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"Điện, nước & xăng dầu khí đốt",29976.0,True
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",21346.0,True
DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,"Điện, nước & xăng dầu khí đốt",21078.0,True
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,"Điện, nước & xăng dầu khí đốt",11434.0,True
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",10458.0,True
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",8398.0,True
TDM,Công ty Cổ phần Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",6160.0,True
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,"Điện, nước & xăng dầu khí đốt",5945.0,True
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,"Điện, nước & xăng dầu khí đốt",5862.0,False
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,"Điện, nước & xăng dầu khí đốt",5839.0,False
HNA,Công ty Cổ phần Thủy điện Hủa Na,"Điện, nước & xăng dầu khí đốt",5763.0,False
GEG,Công ty Cổ phần Điện Gia Lai,"Điện, nước & xăng dầu khí đốt",5608.0,False
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,"Điện, nước & xăng dầu khí đốt",5153.0,False
CHP,Công ty Cổ phần Thủy điện Miền Trung,"Điện, nước & xăng dầu khí đốt",5039.0,False
TMP,Công ty Cổ phần Thủy điện Thác Mơ,"Điện, nước & xăng dầu khí đốt",4697.0,False
AVC,Công ty Cổ phần Thủy điện A Vương,"Điện, nước & xăng dầu khí đốt",4128.0,False
DNW,Công ty Cổ phần Cấp nước Đồng Nai,"Điện, nước & xăng dầu khí đốt",3775.0,False
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,"Điện, nước & xăng dầu khí đốt",3719.0,False
SHP,Công ty Cổ phần Thủy điện Miền Nam,"Điện, nước & xăng dầu khí đốt",3643.0,False
BGE,Công ty Cổ phần BCG Energy,"Điện, nước & xăng dầu khí đốt",3539.0,False
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,"Điện, nước & xăng dầu khí đốt",3380.0,False
PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,"Điện, nước & xăng dầu khí đốt",2772.0,False
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,"Điện, nước & xăng dầu khí đốt",2622.0,False
TBC,Công ty Cổ phần Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",2445.0,False
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,"Điện, nước & xăng dầu khí đốt",2438.0,False
VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,"Điện, nước & xăng dầu khí đốt",2198.0,False
PMW,Công ty Cổ phần Cấp Nước Phú Mỹ,"Điện, nước & xăng dầu khí đốt",2185.0,False
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,"Điện, nước & xăng dầu khí đốt",1871.0,False
VAV,Công ty Cổ phần VIWACO,"Điện, nước & xăng dầu khí đốt",1840.0,False
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,"Điện, nước & xăng dầu khí đốt",1828.0,False
SBA,Công ty Cổ phần Sông Ba,"Điện, nước & xăng dầu khí đốt",1809.0,False
LDW,Công ty Cổ phần Cấp thoát nước Lâm Đồng,"Điện, nước & xăng dầu khí đốt",1710.0,False
BHA,Công ty Cổ phần Thủy điện Bắc Hà,"Điện, nước & xăng dầu khí đốt",1643.0,False
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,"Điện, nước & xăng dầu khí đốt",1552.0,False
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,"Điện, nước & xăng dầu khí đốt",1550.0,False
S4A,Công ty Cổ phần Thủy điện Sê San 4A,"Điện, nước & xăng dầu khí đốt",1511.0,False
BSA,Công ty Cổ phần Thủy điện Buôn Đôn,"Điện, nước & xăng dầu khí đốt",1491.0,False
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,"Điện, nước & xăng dầu khí đốt",1490.0,False
GHC,Công ty Cổ phần Thủy điện Gia Lai,"Điện, nước & xăng dầu khí đốt",1437.0,False
HWS,Công ty Cổ phần Cấp nước Huế,"Điện, nước & xăng dầu khí đốt",1422.0,False
HPW,Công ty Cổ phần Cấp nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",1373.0,False
DNA,Công ty Cổ phần Điện nước An Giang,"Điện, nước & xăng dầu khí đốt",1352.0,False
ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,"Điện, nước & xăng dầu khí đốt",1192.0,False
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,"Điện, nước & xăng dầu khí đốt",1064.0,False
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,"Điện, nước & xăng dầu khí đốt",1015.0,False
SJD,Công ty Cổ phần Thủy điện Cần Đơn,"Điện, nước & xăng dầu khí đốt",1011.0,False
CNG,Công ty Cổ phần CNG Việt Nam,"Điện, nước & xăng dầu khí đốt",1011.0,False
PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",929.0,False
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,"Điện, nước & xăng dầu khí đốt",890.0,False
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,"Điện, nước & xăng dầu khí đốt",880.0,False
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",877.0,False
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,"Điện, nước & xăng dầu khí đốt",874.0,False
GSM,Công ty Cổ phần Thủy điện Hương Sơn,"Điện, nước & xăng dầu khí đốt",870.0,False
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,"Điện, nước & xăng dầu khí đốt",818.0,False
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,"Điện, nước & xăng dầu khí đốt",812.0,False
KHP,Công ty Cổ phần Điện lực Khánh Hòa,"Điện, nước & xăng dầu khí đốt",752.0,False
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,"Điện, nước & xăng dầu khí đốt",726.0,False
PIC,Công ty Cổ phần Đầu tư Điện lực 3,"Điện, nước & xăng dầu khí đốt",663.0,False
HJS,Công ty Cổ phần Thủy điện Nậm Mu,"Điện, nước & xăng dầu khí đốt",636.0,False
DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,"Điện, nước & xăng dầu khí đốt",618.0,False
QPH,Công ty Cổ phần Thủy điện Quế Phong,"Điện, nước & xăng dầu khí đốt",570.0,False
NTH,Công ty Cổ phần Thủy điện Nước Trong,"Điện, nước & xăng dầu khí đốt",562.0,False
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,"Điện, nước & xăng dầu khí đốt",544.0,False
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,"Điện, nước & xăng dầu khí đốt",541.0,False
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,"Điện, nước & xăng dầu khí đốt",528.0,False
STW,Công ty Cổ phần Cấp nước Sóc Trăng,"Điện, nước & xăng dầu khí đốt",500.0,False
SP2,Công ty Cổ phần Thủy điện Sử Pán 2,"Điện, nước & xăng dầu khí đốt",495.0,False
TDW,Công ty Cổ phần Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",490.0,False
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,"Điện, nước & xăng dầu khí đốt",485.0,False
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,"Điện, nước & xăng dầu khí đốt",480.0,False
DWC,Công ty Cổ phần Cấp nước Đắk Lắk,"Điện, nước & xăng dầu khí đốt",466.0,False
HTC,Công ty Cổ phần Thương mại Hóc Môn,"Điện, nước & xăng dầu khí đốt",429.0,False
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,"Điện, nước & xăng dầu khí đốt",419.0,False
DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,"Điện, nước & xăng dầu khí đốt",417.0,False
QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,"Điện, nước & xăng dầu khí đốt",400.0,False
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,"Điện, nước & xăng dầu khí đốt",399.0,False
NBW,Công ty Cổ phần Cấp nước Nhà Bè,"Điện, nước & xăng dầu khí đốt",370.0,False
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,"Điện, nước & xăng dầu khí đốt",354.0,False
BTW,Công ty Cổ phần Cấp nước Bến Thành,"Điện, nước & xăng dầu khí đốt",347.0,False
LAW,Công ty Cổ phần Cấp thoát nước Long An,"Điện, nước & xăng dầu khí đốt",344.0,False
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,"Điện, nước & xăng dầu khí đốt",341.0,False
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,"Điện, nước & xăng dầu khí đốt",317.0,False
GDW,Công ty Cổ phần Cấp nước Gia Định,"Điện, nước & xăng dầu khí đốt",314.0,False
BNW,Công ty Cổ phần Nước sạch Bắc Ninh,"Điện, nước & xăng dầu khí đốt",304.0,False
NAW,Công ty Cổ phần Cấp nước Nghệ An,"Điện, nước & xăng dầu khí đốt",303.0,False
BGW,Công ty Cổ phần Nước sạch Bắc Giang,"Điện, nước & xăng dầu khí đốt",290.0,False
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,"Điện, nước & xăng dầu khí đốt",268.0,False
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,"Điện, nước & xăng dầu khí đốt",241.0,False
PPT,Công ty cổ phần Petro Times,"Điện, nước & xăng dầu khí đốt",235.0,False
NDW,Công ty Cổ phần Cấp nước Nam Định,"Điện, nước & xăng dầu khí đốt",229.0,False
XMP,Công ty Cổ phần Thủy điện Xuân Minh,"Điện, nước & xăng dầu khí đốt",228.0,False
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,"Điện, nước & xăng dầu khí đốt",223.0,False
DDG,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,"Điện, nước & xăng dầu khí đốt",208.0,False
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,"Điện, nước & xăng dầu khí đốt",205.0,False
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,"Điện, nước & xăng dầu khí đốt",204.0,False
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",202.0,False
CMW,Công ty Cổ phần Cấp nước Cà Mau,"Điện, nước & xăng dầu khí đốt",199.0,False
GLW,Công ty Cổ phần Cấp thoát nước Gia Lai,"Điện, nước & xăng dầu khí đốt",198.0,False
DTE,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,"Điện, nước & xăng dầu khí đốt",188.0,False
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,"Điện, nước & xăng dầu khí đốt",178.0,False
THN,Công ty Cổ phần Cấp nước Thanh Hóa,"Điện, nước & xăng dầu khí đốt",168.0,False
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,"Điện, nước & xăng dầu khí đốt",157.0,False
NQT,Công ty Cổ phần Nước sạch Quảng Trị,"Điện, nước & xăng dầu khí đốt",144.0,False
HIO,Công ty Cổ Phần Helio Energy,"Điện, nước & xăng dầu khí đốt",142.0,False
NQB,Công ty Cổ phần Cấp nước Quảng Bình,"Điện, nước & xăng dầu khí đốt",138.0,False
BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,"Điện, nước & xăng dầu khí đốt",135.0,False
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,"Điện, nước & xăng dầu khí đốt",131.0,False
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,"Điện, nước & xăng dầu khí đốt",102.0,False
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,"Điện, nước & xăng dầu khí đốt",97.0,False
SVH,Công ty Cổ phần Thủy điện Sông Vàng,"Điện, nước & xăng dầu khí đốt",89.0,False
HTE,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,"Điện, nước & xăng dầu khí đốt",87.0,False
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,"Điện, nước & xăng dầu khí đốt",80.0,False
MTG,Công ty Cổ phần MT Gas,"Điện, nước & xăng dầu khí đốt",80.0,False
TDG,Công ty Cổ phần Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",77.0,False
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,"Điện, nước & xăng dầu khí đốt",64.0,False
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,"Điện, nước & xăng dầu khí đốt",46.0,False
PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,"Điện, nước & xăng dầu khí đốt",40.0,False
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,"Điện, nước & xăng dầu khí đốt",35.0,False
VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,"Điện, nước & xăng dầu khí đốt",34.0,False
